Column Name,Data Type in Teradata Base Tables,Data Type in Teradata API_PRVDR_PROFILE View,Data Type in Kafka Connect,Data Type in Materialize Server,Data Type in PostgreSQL Bridge DB,Data Type in Hasura GraphQL
PRVDR_PRCTC_ZIP5_CD,"char(5) character set latin not casespecific default '~    ' compress ('     ','~    ')","CHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~    ' COMPRESS ('     ','~    ')",,,,
PRVDR_RRB_PIN_CNT,integer default 0  compress 0 ,INTEGER DEFAULT 0  COMPRESS 0 ,,,,
PRVDR_RRB_PIN_CNTRCTR_NUM,varchar(5) character set latin not casespecific default '~' compress '~',VARCHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_RRB_PIN_NUM,varchar(20) character set latin not casespecific default '~' compress '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_SPCLTY_CD,varchar(2) character set latin not casespecific default '~' compress '~',VARCHAR(2) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_SPCLTY_CD_DESC,varchar(500) character set latin not casespecific,VARCHAR(500) CHARACTER SET LATIN NOT CASESPECIFIC,,,,
PRVDR_SPCLTY_CD_CNT,integer default 0  compress 0 ,INTEGER DEFAULT 0  COMPRESS 0 ,,,,
PRVDR_SPCLTY_PRMRY_SW,char(1) character set latin not casespecific default '~' compress '~',CHAR(1) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_2_SPCLTY_CD,varchar(2) character set latin not casespecific default '~' compress '~',VARCHAR(2) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_2_SPCLTY_PRMRY_SW,char(1) character set latin not casespecific default '~' compress '~',CHAR(1) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_TXNMY_CD,varchar(255) character set latin not casespecific default '~' compress '~',VARCHAR(255) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_TXNMY_CD_CNT,integer default 0  compress 0 ,INTEGER DEFAULT 0  COMPRESS 0 ,,,,
